id_tienda,tienda,codigo_postal,d_codigo,d_asenta,d_tipo_asenta,D_mnpio,c_mnpio,d_zona,id_sucursal,sucursal,latitud,longitud,store_name,store_id,address
1445,Chedraui,1000,1000,San Ángel,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1000,1000,San Ángel,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1000,1000,San Ángel,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4414,La Comer,1000,1000,San Ángel,Colonia,Álvaro Obregón,10,Urbano,4414,La Comer Coyoacán,19.345009,-99.171911,La Comer,1423,"MIGUEL ANGEL DE QUEVEDO 443, ROMERO DE TERREROS, 4310 COYOACAN, MEXICO, DISTRITO FEDERAL"
10002,Soriana,1000,1000,San Ángel,Colonia,Álvaro Obregón,10,Urbano,10002,San Jeronimo,19.330351,-99.208839,Soriana,3729,"Anillo Perif. 630, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX"
4434,Fresko,1000,1000,San Ángel,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1000,1000,San Ángel,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1010,1010,Los Alpes,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1010,1010,Los Alpes,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1010,1010,Los Alpes,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1010,1010,Los Alpes,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1010,1010,Los Alpes,Colonia,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4434,Fresko,1010,1010,Los Alpes,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1010,1010,Los Alpes,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1020,1020,Guadalupe Inn,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1020,1020,Guadalupe Inn,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1020,1020,Guadalupe Inn,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1020,1020,Guadalupe Inn,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1020,1020,Guadalupe Inn,Colonia,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4434,Fresko,1020,1020,Guadalupe Inn,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1020,1020,Guadalupe Inn,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
138,Chedraui,1030,1030,Axotla,Pueblo,Álvaro Obregón,10,Urbano,138,Universidad,19.3735484,-99.1621604,Selecto Chedraui,22,Av. Universidad 740
58,City Market,1030,1030,Axotla,Pueblo,Álvaro Obregón,10,Urbano,58,Pilares,19.3789764,-99.169187,City Market,9,Av Coyoacán 1061
92,Costco,1030,1030,Axotla,Pueblo,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1030,1030,Axotla,Pueblo,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1030,1030,Axotla,Pueblo,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4434,Fresko,1030,1030,Axotla,Pueblo,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1030,1030,Axotla,Pueblo,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1040,1040,Campestre,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1040,1040,Campestre,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1040,1040,Campestre,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1040,1040,Campestre,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1040,1040,Campestre,Colonia,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4434,Fresko,1040,1040,Campestre,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1040,1040,Campestre,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1049,1049,Tlacopac,Pueblo,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1049,1049,Tlacopac,Pueblo,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1049,1049,Tlacopac,Pueblo,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1049,1049,Tlacopac,Pueblo,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10002,Soriana,1049,1049,Tlacopac,Pueblo,Álvaro Obregón,10,Urbano,10002,San Jeronimo,19.330351,-99.208839,Soriana,3729,"Anillo Perif. 630, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX"
4434,Fresko,1049,1049,Tlacopac,Pueblo,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1049,1049,Tlacopac,Pueblo,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1050,1050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1050,1050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1050,1050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4414,La Comer,1050,1050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,10,Urbano,4414,La Comer Coyoacán,19.345009,-99.171911,La Comer,1423,"MIGUEL ANGEL DE QUEVEDO 443, ROMERO DE TERREROS, 4310 COYOACAN, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1050,1050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4434,Fresko,1050,1050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1050,1050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1060,1060,Altavista,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1060,1060,Altavista,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1060,1060,Altavista,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1060,1060,Altavista,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10002,Soriana,1060,1060,Altavista,Colonia,Álvaro Obregón,10,Urbano,10002,San Jeronimo,19.330351,-99.208839,Soriana,3729,"Anillo Perif. 630, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX"
4434,Fresko,1060,1060,Altavista,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1060,1060,Altavista,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1070,1070,Chimalistac,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1070,1070,Chimalistac,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1070,1070,Chimalistac,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4414,La Comer,1070,1070,Chimalistac,Colonia,Álvaro Obregón,10,Urbano,4414,La Comer Coyoacán,19.345009,-99.171911,La Comer,1423,"MIGUEL ANGEL DE QUEVEDO 443, ROMERO DE TERREROS, 4310 COYOACAN, MEXICO, DISTRITO FEDERAL"
10002,Soriana,1070,1070,Chimalistac,Colonia,Álvaro Obregón,10,Urbano,10002,San Jeronimo,19.330351,-99.208839,Soriana,3729,"Anillo Perif. 630, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX"
4434,Fresko,1070,1070,Chimalistac,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1070,1070,Chimalistac,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1080,1080,Progreso Tizapan,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1080,1080,Progreso Tizapan,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1080,1080,Progreso Tizapan,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4413,La Comer,1080,1080,Progreso Tizapan,Colonia,Álvaro Obregón,10,Urbano,4413,La Comer Olivar,19.334805,-99.227039,La Comer,1423,"AV DE LAS TORRES 446, SAN JOSE DEL OLIVAR, 1770 ALVARO OBREGON, MEXICO, DISTRITO FEDERAL"
10002,Soriana,1080,1080,Progreso Tizapan,Colonia,Álvaro Obregón,10,Urbano,10002,San Jeronimo,19.330351,-99.208839,Soriana,3729,"Anillo Perif. 630, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX"
4434,Fresko,1080,1080,Progreso Tizapan,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1080,1080,Progreso Tizapan,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1089,1089,Ermita Tizapan,Colonia,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1089,1089,Ermita Tizapan,Colonia,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1089,1089,Ermita Tizapan,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4413,La Comer,1089,1089,Ermita Tizapan,Colonia,Álvaro Obregón,10,Urbano,4413,La Comer Olivar,19.334805,-99.227039,La Comer,1423,"AV DE LAS TORRES 446, SAN JOSE DEL OLIVAR, 1770 ALVARO OBREGON, MEXICO, DISTRITO FEDERAL"
10002,Soriana,1089,1089,Ermita Tizapan,Colonia,Álvaro Obregón,10,Urbano,10002,San Jeronimo,19.330351,-99.208839,Soriana,3729,"Anillo Perif. 630, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX"
4434,Fresko,1089,1089,Ermita Tizapan,Colonia,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1089,1089,Ermita Tizapan,Colonia,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
1445,Chedraui,1090,1090,La Otra Banda,Barrio,Álvaro Obregón,10,Urbano,1445,Pedregal,19.335124,-99.198477,Selecto Chedraui,22,Av. San Jerónimo 236
49,City Market,1090,1090,La Otra Banda,Barrio,Álvaro Obregón,10,Urbano,49,San Jerónimo,19.335648,-99.195824,City Market,9,Av San Jerónimo 190
92,Costco,1090,1090,La Otra Banda,Barrio,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4414,La Comer,1090,1090,La Otra Banda,Barrio,Álvaro Obregón,10,Urbano,4414,La Comer Coyoacán,19.345009,-99.171911,La Comer,1423,"MIGUEL ANGEL DE QUEVEDO 443, ROMERO DE TERREROS, 4310 COYOACAN, MEXICO, DISTRITO FEDERAL"
10002,Soriana,1090,1090,La Otra Banda,Barrio,Álvaro Obregón,10,Urbano,10002,San Jeronimo,19.330351,-99.208839,Soriana,3729,"Anillo Perif. 630, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX"
4434,Fresko,1090,1090,La Otra Banda,Barrio,Álvaro Obregón,10,Urbano,4434,Fresko Miguel Ángel de Quevedo,19.342594,-99.146575,Fresko,45,"AV. MIGUEL ANGEL DE QUEVEDO 1144, PARQUE SAN ANDRES, 4040 COYOACAN, MEXICO, CIUDAD DE MEXICO"
4423,Sumesa,1090,1090,La Otra Banda,Barrio,Álvaro Obregón,10,Urbano,4423,San Ángel,19.348363,-99.190051,Sumesa,1424,"Calle Cracovia 97, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX"
46322,Chedraui,1100,1100,Pólvora,Colonia,Álvaro Obregón,10,Urbano,46322,Chedraui Selecto Parque Duraznos,19.40329,-99.242732,Chedraui,22,"Bosque de Duraznos 39 Bosque de las Lomas Miguel Hidalgo 11700 Ciudad de México , , , 11700"
54,City Market,1100,1100,Pólvora,Colonia,Álvaro Obregón,10,Urbano,54,Lomas de Chapultepec,19.418828,-99.214776,City Market,9,Monte Athos 350
92,Costco,1100,1100,Pólvora,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1100,1100,Pólvora,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1100,1100,Pólvora,Colonia,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4432,Fresko,1100,1100,Pólvora,Colonia,Álvaro Obregón,10,Urbano,4432,Fresko Tecamachalco,19.421548,-99.238215,Fresko,45,"AV DE LAS FUENTES 190, LOMAS DE TECAMACHALCO, 53950 NAUCALPAN DE JAUREZ, NAUCALPAN , ESTADO DE MEXICO"
4418,Sumesa,1100,1100,Pólvora,Colonia,Álvaro Obregón,10,Urbano,4418,Mier y Pesado,19.393945,-99.165638,Sumesa,1424,"Mier y Pesado 319, código 2, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX"
46322,Chedraui,1109,1109,La Conchita,Colonia,Álvaro Obregón,10,Urbano,46322,Chedraui Selecto Parque Duraznos,19.40329,-99.242732,Chedraui,22,"Bosque de Duraznos 39 Bosque de las Lomas Miguel Hidalgo 11700 Ciudad de México , , , 11700"
54,City Market,1109,1109,La Conchita,Colonia,Álvaro Obregón,10,Urbano,54,Lomas de Chapultepec,19.418828,-99.214776,City Market,9,Monte Athos 350
92,Costco,1109,1109,La Conchita,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1109,1109,La Conchita,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1109,1109,La Conchita,Colonia,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4432,Fresko,1109,1109,La Conchita,Colonia,Álvaro Obregón,10,Urbano,4432,Fresko Tecamachalco,19.421548,-99.238215,Fresko,45,"AV DE LAS FUENTES 190, LOMAS DE TECAMACHALCO, 53950 NAUCALPAN DE JAUREZ, NAUCALPAN , ESTADO DE MEXICO"
4418,Sumesa,1109,1109,La Conchita,Colonia,Álvaro Obregón,10,Urbano,4418,Mier y Pesado,19.393945,-99.165638,Sumesa,1424,"Mier y Pesado 319, código 2, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX"
46322,Chedraui,1110,1110,Belém de las Flores,Colonia,Álvaro Obregón,10,Urbano,46322,Chedraui Selecto Parque Duraznos,19.40329,-99.242732,Chedraui,22,"Bosque de Duraznos 39 Bosque de las Lomas Miguel Hidalgo 11700 Ciudad de México , , , 11700"
54,City Market,1110,1110,Belém de las Flores,Colonia,Álvaro Obregón,10,Urbano,54,Lomas de Chapultepec,19.418828,-99.214776,City Market,9,Monte Athos 350
92,Costco,1110,1110,Belém de las Flores,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1110,1110,Belém de las Flores,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10353,Soriana,1110,1110,Belém de las Flores,Colonia,Álvaro Obregón,10,Urbano,10353,Mixcoac Revolucion,19.379341,-99.186723,Soriana,3729,Av. Revolucion 780
4432,Fresko,1110,1110,Belém de las Flores,Colonia,Álvaro Obregón,10,Urbano,4432,Fresko Tecamachalco,19.421548,-99.238215,Fresko,45,"AV DE LAS FUENTES 190, LOMAS DE TECAMACHALCO, 53950 NAUCALPAN DE JAUREZ, NAUCALPAN , ESTADO DE MEXICO"
4419,Sumesa,1110,1110,Belém de las Flores,Colonia,Álvaro Obregón,10,Urbano,4419,Polanco,19.430815,-99.196947,Sumesa,1424,"Virgilio 15, Polanco, Polanco III Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX"
46322,Chedraui,1120,1120,Acueducto,Colonia,Álvaro Obregón,10,Urbano,46322,Chedraui Selecto Parque Duraznos,19.40329,-99.242732,Chedraui,22,"Bosque de Duraznos 39 Bosque de las Lomas Miguel Hidalgo 11700 Ciudad de México , , , 11700"
54,City Market,1120,1120,Acueducto,Colonia,Álvaro Obregón,10,Urbano,54,Lomas de Chapultepec,19.418828,-99.214776,City Market,9,Monte Athos 350
92,Costco,1120,1120,Acueducto,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1120,1120,Acueducto,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10362,Soriana,1120,1120,Acueducto,Colonia,Álvaro Obregón,10,Urbano,10362,Tacubaya,19.408929,-99.184396,Soriana,3729,Gral Jose Moran 3
4432,Fresko,1120,1120,Acueducto,Colonia,Álvaro Obregón,10,Urbano,4432,Fresko Tecamachalco,19.421548,-99.238215,Fresko,45,"AV DE LAS FUENTES 190, LOMAS DE TECAMACHALCO, 53950 NAUCALPAN DE JAUREZ, NAUCALPAN , ESTADO DE MEXICO"
4419,Sumesa,1120,1120,Acueducto,Colonia,Álvaro Obregón,10,Urbano,4419,Polanco,19.430815,-99.196947,Sumesa,1424,"Virgilio 15, Polanco, Polanco III Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX"
46322,Chedraui,1125,1125,Ampliación Acueducto,Colonia,Álvaro Obregón,10,Urbano,46322,Chedraui Selecto Parque Duraznos,19.40329,-99.242732,Chedraui,22,"Bosque de Duraznos 39 Bosque de las Lomas Miguel Hidalgo 11700 Ciudad de México , , , 11700"
54,City Market,1125,1125,Ampliación Acueducto,Colonia,Álvaro Obregón,10,Urbano,54,Lomas de Chapultepec,19.418828,-99.214776,City Market,9,Monte Athos 350
92,Costco,1125,1125,Ampliación Acueducto,Colonia,Álvaro Obregón,10,Urbano,92,Mixcoac,19.3872687,-99.1909344,Costco,7,Blvd. Adolfo Lopez Mateos 1181
4417,La Comer,1125,1125,Ampliación Acueducto,Colonia,Álvaro Obregón,10,Urbano,4417,La Comer Insurgentes,19.366487,-99.182073,La Comer,1423,"PERPETUA 35, SAN JOSE INSURGENTES, 3900 BENITO JUAREZ, MEXICO, DISTRITO FEDERAL"
10362,Soriana,1125,1125,Ampliación Acueducto,Colonia,Álvaro Obregón,10,Urbano,10362,Tacubaya,19.408929,-99.184396,Soriana,3729,Gral Jose Moran 3
4432,Fresko,1125,1125,Ampliación Acueducto,Colonia,Álvaro Obregón,10,Urbano,4432,Fresko Tecamachalco,19.421548,-99.238215,Fresko,45,"AV DE LAS FUENTES 190, LOMAS DE TECAMACHALCO, 53950 NAUCALPAN DE JAUREZ, NAUCALPAN , ESTADO DE MEXICO"
4419,Sumesa,1125,1125,Ampliación Acueducto,Colonia,Álvaro Obregón,10,Urbano,4419,Polanco,19.430815,-99.196947,Sumesa,1424,"Virgilio 15, Polanco, Polanco III Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX"
46322,Chedraui,1130,1130,Paraíso,Colonia,Álvaro Obregón,10,Urbano,46322,Chedraui Selecto Parque Duraznos,19.40329,-99.242732,Chedraui,22,"Bosque de Duraznos 39 Bosque de las Lomas Miguel Hidalgo 11700 Ciudad de México , , , 11700"
54,City Market,1130,1130,Paraíso,Colonia,Álvaro Obregón,10,Urbano,54,Lomas de Chapultepec,19.418828,-99.214776,City Market,9,Monte Athos 350
